0,H
-0.055305663,H
-0.07364531,B
0.153950247,H
0.194288272,S
-0.050390475,B
0.348012451,H
0.289445315,S
-0.097961071,B
0.407454778,H
0.051255922,H
0.355374214,S
-0.323104217,B
0.144549981,S
-1.538228767,B
0.121190391,S
-0.787449109,H
-0.390558529,B
0.668737382,S
-0.006170878,H
-0.045975877,H
-0.221444286,H
-0.684680039,B
0.367077842,H
0.088769702,H
0.041554511,H
0.128641484,H
0.001238325,H
0.030751355,H
0.158764382,H
0.15779174,S
-0.133376935,H
-0.217271543,B
0.110626661,S
-0.159984002,B
0.187704237,S
-0.060698934,H
-0.050836587,B
0.163935948,H
0.08981635,S
-0.085516526,H
-0.095065356,H
-0.088248514,H
-0.29252981,B
0.192590891,S
-0.296439218,H
-0.001346748,H
-0.046100852,H
-0.361825399,H
-0.126386218,B
0.318396374,H
0.028551228,H
0.006954132,H
0.016501941,S
-0.045865752,B
0.226008056,S
-0.031385401,B
0.068178474,H
0.022469071,S
-0.001345771,H
-0.185408333,B
0.043352676,H
0.14005762,S
-0.060147792,H
-0.048996605,B
0.106954089,H
0.191421342,H
0.079460126,H
0.028392959,H
0.007844554,H
0.039426113,H
0.053441565,H
0.161270199,S
-0.037781884,H
-0.030690074,B
0.11692593,S
-0.038278103,B
0.1374216,S
-0.034539545,H
-0.148489093,B
0.249017011,H
0.046844374,H
0.10391296,H
0.184120693,S
-0.104638174,B
0.145847447,S
-0.177668611,H
-0.162811012,H
-0.004518493,H
-0.077023247,B
0.20226479,S
-0.089645623,B
0.112414226,H
0.086036193,S
-0.071618119,H
-0.12396046,H
-0.020121096,H
-0.033370777,H
-0.072207654,H
-0.054991479,B
0.06335213,H
0.106890424,S
-0.057802934,H
-0.064102828,B
0.019428214,H
0.071325723,H
0.094177335,S
-0.037245591,B
0.078727307,S
-0.206765838,B
0.128776978,H
0.17213188,H
0.012603363,H
0.01126988,S
-0.022844545,H
-0.247043876,H
-0.2869971,H
-0.256197623,B
0.067131561,H
0.010630634,S
-0.072445746,H
-0.061964331,B
0.244394176,S
-0.257611869,B
0.114307566,H
0.235167565,S
-0.138524269,H
-0.124380675,H
-0.083540032,H
-0.13301102,B
0.167649451,S
-0.167472172,H
-0.091172419,H
-0.119844213,H
-0.027274717,H
-0.526244813,B
0.103553242,H
0.091674306,S
-0.201186511,B
0.193770356,H
0.200057248,H
0.057341892,H
0.165490205,S
-0.09318061,B
0.066604834,H
0.054533994,S
-0.18879616,B
0.134961173,H
0.032347026,H
0.067264202,S
-0.140652366,H
-0.015246701,H
-0.032261545,H
-0.031234273,H
-0.157465767,H
-0.211463747,B
0.055426309,S
-0.184304926,H
-0.061965689,B
0.205218992,H
0.09260735,S
-0.022584029,H
-0.04444958,H
-0.277751163,H
-0.187249685,B
0.238869498,S
-0.005636537,B
0.100628301,S
-0.202827065,B
0.31368861,S
-0.19510376,H
-0.006992795,B
0.050936161,H
0.240050076,H
0.003746679,H
0.024352499,S
-0.017063408,H
-0.005931587,H
-0.199708607,B
0.03743557,H
0.086726291,S
-0.040826019,H
-0.181291546,B
0.066907436,S
-0.009909449,H
-0.248282366,B
0.014118297,S
-0.161971514,B
0.144534097,S
-0.099982012,B
0.28914926,H
0.12067083,S
-0.029818565,B
0.088752336,S
-0.013962711,B
0.070031733,H
0.098100781,S
-0.093426927,B
0.06987538,H
0.073676937,S
-0.018093713,H
-0.013520738,B
0.045768685,S
-0.061967403,H
-0.04525593,B
0.006765442,S
-0.115837349,B
0.083878893,H
0.059967393,H
0.193736747,H
0.077781009,H
0.076371602,S
-0.042822556,B
0.021161123,S
-0.022297446,B
0.028941278,H
0.034740226,S
-0.11641709,H
-0.0597813,H
-0.048289814,B
0.038650515,H
0.068235424,H
0.074416191,S
-0.082865164,H
-0.14272102,B
0.010082709,H
0.015382377,S
-0.040424488,H
-0.063728105,H
-0.048372701,H
-0.137902898,H
-0.081709564,B
0.044851843,H
0.085701596,H
0.015625586,S
-0.117902666,B
0.053807058,H
0.010630559,S
-0.013443101,H
-0.06993437,B
0.07290363,H
0.134236721,H
0.088260978,S
-0.005511447,B
0.073420676,S
-0.133847663,B
0.072840791,H
0.078922741,H
0.118654405,H
0.081569031,H
0.007154804,S
-0.053812719,H
-0.073241301,B
0.056995674,H
0.107493411,H
0.333431452,H
0.086360692,S
-0.027764331,B
0.067003923,S
-0.097601339,B
0.17525506,H
0.16628866,H
0.154999985,S
-0.097726999,B
0.116337917,S
-0.020445927,H
-0.145925393,H
-0.069981887,B
0.080226571,S
-0.049188138,H
-0.004324097,B
0.148570052,S
-0.03577663,H
-0.094924277,H
-0.069691002,B
0.036569512,H
0.011224281,H
0.015547488,H
0.14515596,S
-0.100433912,B
0.096624621,H
0.024364142,S
-0.027647079,B
0.210854428,H
0.113771595,S
-0.105342008,H
-0.049136218,B
0.038589354,S
-0.041652218,B
0.154259534,S
-0.034432051,H
-0.351512405,H
-0.01172755,B
0.174905037,S
-0.106505788,H
-0.039583845,H
-0.199437584,B
0.004740826,S
-0.210029258,B
0.186718414,H
0.011029666,H
0.156047404,S
-0.101879942,B
0.073139928,S
-0.108291506,H
-0.018961253,H
-0.125229846,H
-0.009700712,H
-0.078335692,B
0.102773543,H
0.049631479,H
0.030011633,H
0.051757113,S
