unix_ts,open,high,low,close,Volume,close time
1660749000000,23377.09000000,23431.24000000,23370.15000000,23416.21000000,746.00458000,1660749299999
1660749300000,23416.21000000,23448.15000000,23387.62000000,23434.63000000,630.57269000,1660749599999
1660749600000,23434.63000000,23462.73000000,23426.03000000,23457.25000000,562.51941000,1660749899999
1660749900000,23457.25000000,23469.04000000,23414.09000000,23442.81000000,557.99195000,1660750199999
1660750200000,23442.81000000,23457.31000000,23411.53000000,23419.12000000,559.62630000,1660750499999
1660750500000,23419.12000000,23422.94000000,23400.00000000,23413.97000000,548.14548000,1660750799999
1660750800000,23415.01000000,23424.85000000,23345.79000000,23385.68000000,841.86751000,1660751099999
1660751100000,23385.64000000,23400.00000000,23357.10000000,23370.27000000,647.99013000,1660751399999
1660751400000,23372.29000000,23395.11000000,23346.97000000,23387.07000000,628.38981000,1660751699999
1660751700000,23385.31000000,23402.58000000,23370.35000000,23391.90000000,504.33874000,1660751999999
1660752000000,23391.90000000,23414.05000000,23353.33000000,23403.65000000,1028.16434000,1660752299999
1660752300000,23403.65000000,23419.25000000,23357.95000000,23360.33000000,576.43289000,1660752599999
1660752600000,23362.21000000,23374.82000000,23333.00000000,23366.91000000,584.58547000,1660752899999
1660752900000,23368.47000000,23386.97000000,23340.00000000,23367.67000000,670.76800000,1660753199999
1660753200000,23368.40000000,23405.00000000,23359.61000000,23390.74000000,750.07845000,1660753499999
1660753500000,23389.77000000,23394.17000000,23338.00000000,23378.24000000,736.60551000,1660753799999
1660753800000,23378.24000000,23404.97000000,23362.71000000,23391.60000000,569.07708000,1660754099999
1660754100000,23391.60000000,23452.78000000,23391.44000000,23433.51000000,804.46688000,1660754399999
1660754400000,23434.58000000,23468.51000000,23411.23000000,23421.59000000,692.74805000,1660754699999
1660754700000,23421.59000000,23450.31000000,23415.70000000,23440.28000000,539.40940000,1660754999999
1660755000000,23441.31000000,23441.75000000,23393.37000000,23416.30000000,489.13198000,1660755299999
1660755300000,23416.30000000,23434.28000000,23406.03000000,23417.40000000,354.22832000,1660755599999
1660755600000,23417.40000000,23435.70000000,23368.00000000,23413.28000000,782.93460000,1660755899999
1660755900000,23413.28000000,23436.79000000,23396.92000000,23402.52000000,432.76744000,1660756199999
1660756200000,23401.29000000,23413.62000000,23395.48000000,23397.10000000,351.21647000,1660756499999
1660756500000,23397.10000000,23429.99000000,23358.18000000,23359.66000000,501.03804000,1660756799999
1660756800000,23361.25000000,23425.67000000,23359.43000000,23405.64000000,451.33457000,1660757099999
1660757100000,23406.04000000,23427.81000000,23403.84000000,23410.21000000,536.49161000,1660757399999
1660757400000,23408.92000000,23430.00000000,23386.37000000,23401.08000000,449.48926000,1660757699999
1660757700000,23401.08000000,23403.21000000,23376.18000000,23398.86000000,302.26255000,1660757999999
1660758000000,23398.86000000,23421.00000000,23389.61000000,23392.48000000,474.57137000,1660758299999
1660758300000,23392.48000000,23402.94000000,23385.01000000,23396.13000000,317.91095000,1660758599999
1660758600000,23396.13000000,23433.85000000,23389.43000000,23426.24000000,557.29406000,1660758899999
1660758900000,23426.24000000,23484.03000000,23413.59000000,23472.13000000,678.08129000,1660759199999
1660759200000,23472.13000000,23560.00000000,23381.65000000,23473.95000000,3634.70128000,1660759499999
1660759500000,23473.95000000,23507.13000000,23357.43000000,23449.99000000,2380.74825000,1660759799999
1660759800000,23450.32000000,23540.00000000,23427.84000000,23538.20000000,1450.56099000,1660760099999
1660760100000,23538.20000000,23550.00000000,23470.00000000,23502.62000000,1221.20187000,1660760399999
1660760400000,23504.42000000,23520.00000000,23458.58000000,23493.15000000,1072.96574000,1660760699999
1660760700000,23493.15000000,23525.65000000,23476.68000000,23518.20000000,830.48343000,1660760999999
1660761000000,23519.67000000,23535.00000000,23496.78000000,23520.07000000,843.20380000,1660761299999
1660761300000,23520.78000000,23638.84000000,23518.04000000,23621.99000000,2158.19145000,1660761599999
1660761600000,23620.59000000,23638.84000000,23527.05000000,23541.46000000,1033.35980000,1660761899999
1660761900000,23539.63000000,23578.04000000,23520.00000000,23542.77000000,683.01560000,1660762199999
1660762200000,23544.02000000,23555.00000000,23493.00000000,23508.25000000,669.70743000,1660762499999
1660762500000,23506.96000000,23517.13000000,23436.99000000,23451.60000000,732.57385000,1660762799999
1660762800000,23451.60000000,23488.83000000,23441.22000000,23477.07000000,578.68042000,1660763099999
1660763100000,23477.07000000,23497.24000000,23412.22000000,23425.79000000,617.57297000,1660763399999
1660763400000,23425.79000000,23430.54000000,23260.00000000,23269.65000000,2001.74847000,1660763699999
1660763700000,23268.05000000,23308.86000000,23242.60000000,23255.19000000,1089.38674000,1660763999999
1660764000000,23255.28000000,23288.19000000,23243.15000000,23268.44000000,1049.60696000,1660764299999
1660764300000,23270.02000000,23309.80000000,23236.00000000,23300.92000000,935.41631000,1660764599999
1660764600000,23299.31000000,23322.00000000,23270.65000000,23286.56000000,659.61089000,1660764899999
1660764900000,23285.15000000,23314.57000000,23284.64000000,23297.61000000,750.03125000,1660765199999
1660765200000,23298.01000000,23327.61000000,23295.94000000,23314.74000000,508.57995000,1660765499999
1660765500000,23314.74000000,23316.16000000,23270.49000000,23290.60000000,606.91134000,1660765799999
1660765800000,23290.60000000,23312.30000000,23271.83000000,23273.85000000,584.37657000,1660766099999
1660766100000,23273.85000000,23294.03000000,23261.72000000,23275.04000000,558.80372000,1660766399999
1660766400000,23276.89000000,23288.00000000,23181.38000000,23201.18000000,1278.44403000,1660766699999
1660766700000,23201.18000000,23251.22000000,23180.40000000,23244.63000000,689.49807000,1660766999999
1660767000000,23245.64000000,23317.71000000,23244.16000000,23303.56000000,715.71352000,1660767299999
1660767300000,23303.56000000,23358.23000000,23300.78000000,23341.53000000,770.75377000,1660767599999
1660767600000,23343.34000000,23386.06000000,23335.40000000,23364.93000000,529.26051000,1660767899999
1660767900000,23364.93000000,23389.46000000,23350.00000000,23382.59000000,400.65213000,1660768199999
1660768200000,23382.59000000,23417.44000000,23360.02000000,23374.37000000,593.73838000,1660768499999
1660768500000,23375.56000000,23411.11000000,23353.33000000,23391.96000000,514.21245000,1660768799999
1660768800000,23391.96000000,23400.00000000,23381.87000000,23390.01000000,348.42895000,1660769099999
1660769100000,23391.33000000,23399.71000000,23373.29000000,23383.83000000,412.89566000,1660769399999
1660769400000,23383.83000000,23406.00000000,23380.90000000,23391.36000000,341.83861000,1660769699999
1660769700000,23392.43000000,23408.97000000,23388.01000000,23402.39000000,355.50363000,1660769999999
1660770000000,23402.88000000,23407.74000000,23341.41000000,23355.93000000,418.75296000,1660770299999
1660770300000,23357.67000000,23392.99000000,23355.95000000,23360.49000000,348.30595000,1660770599999
1660770600000,23360.49000000,23362.17000000,23315.19000000,23325.27000000,404.97345000,1660770899999
1660770900000,23324.79000000,23344.81000000,23300.17000000,23332.71000000,339.52517000,1660771199999
1660771200000,23332.71000000,23333.64000000,23268.58000000,23271.75000000,572.85353000,1660771499999
1660771500000,23272.89000000,23338.99000000,23239.99000000,23337.65000000,1096.96535000,1660771799999
1660771800000,23337.65000000,23359.68000000,23300.21000000,23302.39000000,265.18402000,1660772099999
1660772100000,23302.99000000,23310.00000000,23281.01000000,23282.90000000,243.40945000,1660772399999
1660772400000,23284.02000000,23331.00000000,23281.00000000,23329.20000000,207.08561000,1660772699999
1660772700000,23330.39000000,23367.77000000,23311.56000000,23351.91000000,283.86739000,1660772999999
1660773000000,23351.91000000,23352.04000000,23301.85000000,23318.63000000,204.30955000,1660773299999
1660773300000,23317.34000000,23340.72000000,23315.35000000,23331.93000000,195.41348000,1660773599999
1660773600000,23331.73000000,23333.04000000,23300.27000000,23309.61000000,276.87117000,1660773899999
1660773900000,23310.17000000,23313.00000000,23253.00000000,23278.27000000,656.89535000,1660774199999
1660774200000,23278.27000000,23342.49000000,23277.94000000,23325.55000000,758.10805000,1660774499999
1660774500000,23327.37000000,23331.60000000,23308.69000000,23316.58000000,314.71211000,1660774799999
1660774800000,23316.58000000,23335.76000000,23296.59000000,23320.41000000,352.73945000,1660775099999
1660775100000,23320.41000000,23372.30000000,23295.74000000,23356.61000000,559.10468000,1660775399999
1660775400000,23356.61000000,23380.11000000,23349.21000000,23360.95000000,406.06757000,1660775699999
1660775700000,23360.95000000,23380.59000000,23339.49000000,23365.43000000,285.29700000,1660775999999
1660776000000,23363.47000000,23386.32000000,23357.00000000,23357.53000000,280.28241000,1660776299999
1660776300000,23358.62000000,23385.55000000,23351.79000000,23380.99000000,298.88463000,1660776599999
1660776600000,23381.92000000,23386.77000000,23358.28000000,23367.85000000,260.64453000,1660776899999
1660776900000,23366.35000000,23376.00000000,23331.98000000,23346.86000000,360.86670000,1660777199999
1660777200000,23347.56000000,23369.98000000,23332.01000000,23349.64000000,325.97545000,1660777499999
1660777500000,23349.64000000,23361.41000000,23305.02000000,23313.87000000,340.80708000,1660777799999
1660777800000,23314.91000000,23331.22000000,23288.25000000,23320.43000000,395.76862000,1660778099999
1660778100000,23319.42000000,23337.09000000,23297.85000000,23298.76000000,329.56474000,1660778399999
1660778400000,23298.76000000,23332.99000000,23293.48000000,23320.92000000,380.88242000,1660778699999
1660778700000,23320.92000000,23323.62000000,23287.31000000,23314.15000000,375.81475000,1660778999999
1660779000000,23315.67000000,23352.34000000,23308.71000000,23343.46000000,343.09335000,1660779299999
1660779300000,23343.70000000,23359.04000000,23332.20000000,23343.53000000,280.24928000,1660779599999
1660779600000,23343.53000000,23378.49000000,23339.03000000,23366.46000000,396.28128000,1660779899999
1660779900000,23365.80000000,23371.22000000,23347.00000000,23348.17000000,340.29572000,1660780199999
1660780200000,23348.17000000,23365.18000000,23298.28000000,23310.53000000,463.44176000,1660780499999
1660780500000,23310.53000000,23346.47000000,23301.22000000,23342.66000000,290.55012000,1660780799999
1660780800000,23342.66000000,23362.43000000,23318.98000000,23362.28000000,736.95667000,1660781099999
1660781100000,23362.28000000,23433.76000000,23357.48000000,23414.67000000,899.38292000,1660781399999
1660781400000,23414.67000000,23419.09000000,23382.17000000,23405.99000000,366.03661000,1660781699999
1660781700000,23407.47000000,23450.00000000,23387.63000000,23399.37000000,539.83574000,1660781999999
1660782000000,23399.37000000,23400.13000000,23352.55000000,23357.17000000,413.33992000,1660782299999
1660782300000,23357.17000000,23358.19000000,23285.23000000,23330.25000000,884.98623000,1660782599999
1660782600000,23330.25000000,23413.84000000,23320.85000000,23394.21000000,825.16243000,1660782899999
1660782900000,23393.34000000,23433.71000000,23388.90000000,23419.39000000,649.75667000,1660783199999
1660783200000,23418.77000000,23475.00000000,23404.65000000,23455.84000000,756.91193000,1660783499999
1660783500000,23455.84000000,23473.24000000,23430.01000000,23442.08000000,666.15532000,1660783799999
1660783800000,23440.77000000,23445.00000000,23415.58000000,23436.38000000,428.64497000,1660784099999
1660784100000,23436.38000000,23462.30000000,23428.39000000,23456.27000000,384.50374000,1660784399999
1660784400000,23456.27000000,23458.40000000,23431.22000000,23435.23000000,407.06142000,1660784699999
1660784700000,23435.23000000,23449.25000000,23423.41000000,23442.27000000,374.35488000,1660784999999
1660785000000,23442.27000000,23445.80000000,23408.49000000,23415.14000000,345.84405000,1660785299999
1660785300000,23415.14000000,23472.62000000,23410.86000000,23461.41000000,423.65973000,1660785599999
1660785600000,23462.95000000,23476.63000000,23425.66000000,23427.95000000,525.21942000,1660785899999
1660785900000,23428.20000000,23485.66000000,23427.59000000,23477.82000000,398.53948000,1660786199999
1660786200000,23477.83000000,23483.04000000,23444.53000000,23453.96000000,329.70676000,1660786499999
1660786500000,23453.96000000,23461.03000000,23441.64000000,23458.58000000,221.83985000,1660786799999
1660786800000,23458.58000000,23469.25000000,23440.68000000,23461.04000000,303.28822000,1660787099999
1660787100000,23461.03000000,23464.00000000,23436.31000000,23453.07000000,271.38953000,1660787399999
1660787400000,23453.07000000,23454.59000000,23412.83000000,23419.76000000,333.43489000,1660787699999
1660787700000,23419.76000000,23499.19000000,23415.00000000,23470.73000000,602.47982000,1660787999999
1660788000000,23469.40000000,23475.00000000,23441.86000000,23465.65000000,412.68891000,1660788299999
1660788300000,23465.65000000,23504.72000000,23460.28000000,23489.62000000,548.77834000,1660788599999
1660788600000,23489.62000000,23492.05000000,23466.36000000,23477.25000000,451.97279000,1660788899999
1660788900000,23477.25000000,23516.44000000,23475.68000000,23500.16000000,418.78481000,1660789199999
1660789200000,23500.16000000,23502.84000000,23453.89000000,23462.00000000,436.71581000,1660789499999
1660789500000,23462.00000000,23464.61000000,23415.70000000,23420.84000000,445.05650000,1660789799999
1660789800000,23420.84000000,23450.00000000,23418.11000000,23446.79000000,323.83904000,1660790099999
1660790100000,23446.79000000,23451.13000000,23422.31000000,23433.71000000,273.87428000,1660790399999
1660790400000,23435.56000000,23451.42000000,23433.17000000,23439.00000000,221.87138000,1660790699999
1660790700000,23439.00000000,23473.20000000,23433.29000000,23457.10000000,303.00295000,1660790999999
1660791000000,23458.88000000,23460.00000000,23436.90000000,23442.39000000,265.79339000,1660791299999
1660791300000,23442.39000000,23474.97000000,23436.00000000,23459.66000000,407.95404000,1660791599999
1660791600000,23459.66000000,23466.60000000,23432.44000000,23453.38000000,289.23419000,1660791899999
1660791900000,23452.56000000,23466.92000000,23445.73000000,23446.71000000,308.82235000,1660792199999
1660792200000,23446.20000000,23459.00000000,23444.38000000,23453.81000000,240.85202000,1660792499999
1660792500000,23453.83000000,23473.99000000,23450.69000000,23463.92000000,305.66467000,1660792799999
1660792800000,23462.97000000,23496.00000000,23462.62000000,23478.66000000,291.01843000,1660793099999
1660793100000,23478.66000000,23485.00000000,23460.35000000,23474.07000000,243.28558000,1660793399999
1660793400000,23474.07000000,23481.22000000,23460.12000000,23476.65000000,287.34646000,1660793699999
1660793700000,23474.94000000,23481.18000000,23462.41000000,23471.59000000,288.30828000,1660793999999
1660794000000,23472.21000000,23486.17000000,23445.06000000,23456.07000000,372.25215000,1660794299999
1660794300000,23456.07000000,23462.92000000,23426.98000000,23457.52000000,395.22702000,1660794599999
1660794600000,23457.52000000,23466.69000000,23436.71000000,23444.90000000,328.10626000,1660794899999
1660794900000,23444.90000000,23447.32000000,23418.06000000,23433.31000000,336.22430000,1660795199999
1660795200000,23434.25000000,23443.81000000,23426.96000000,23439.11000000,305.67363000,1660795499999
1660795500000,23439.11000000,23449.00000000,23427.05000000,23445.91000000,312.14263000,1660795799999
1660795800000,23446.48000000,23450.00000000,23421.01000000,23421.01000000,307.17096000,1660796099999
1660796100000,23421.02000000,23434.50000000,23406.92000000,23426.76000000,307.34154000,1660796399999
1660796400000,23425.49000000,23439.22000000,23384.87000000,23394.56000000,436.86533000,1660796699999
1660796700000,23394.56000000,23406.71000000,23379.68000000,23397.41000000,357.02451000,1660796999999
1660797000000,23396.55000000,23401.89000000,23386.31000000,23399.45000000,328.08279000,1660797299999
1660797300000,23397.32000000,23399.75000000,23365.58000000,23370.42000000,338.82339000,1660797599999
1660797600000,23370.42000000,23378.54000000,23337.38000000,23351.51000000,510.50470000,1660797899999
1660797900000,23350.01000000,23403.85000000,23347.43000000,23396.11000000,455.15690000,1660798199999
1660798200000,23396.11000000,23409.05000000,23374.07000000,23375.11000000,324.92393000,1660798499999
1660798500000,23375.11000000,23392.84000000,23366.63000000,23378.54000000,297.68266000,1660798799999
1660798800000,23378.54000000,23409.08000000,23370.17000000,23403.28000000,402.19518000,1660799099999
1660799100000,23403.28000000,23446.48000000,23392.46000000,23442.63000000,359.65911000,1660799399999
1660799400000,23444.69000000,23450.00000000,23427.41000000,23433.30000000,366.63558000,1660799699999
1660799700000,23435.98000000,23460.00000000,23422.28000000,23455.75000000,306.19422000,1660799999999
1660800000000,23454.60000000,23460.56000000,23444.91000000,23450.79000000,245.46869000,1660800299999
1660800300000,23450.20000000,23459.46000000,23440.37000000,23453.34000000,283.41497000,1660800599999
1660800600000,23453.34000000,23466.67000000,23442.79000000,23451.08000000,322.38858000,1660800899999
1660800900000,23451.87000000,23462.99000000,23442.74000000,23446.02000000,250.30719000,1660801199999
1660801200000,23447.33000000,23459.99000000,23443.21000000,23445.23000000,256.17840000,1660801499999
1660801500000,23445.23000000,23451.75000000,23411.15000000,23422.49000000,375.04113000,1660801799999
1660801800000,23422.49000000,23427.20000000,23402.34000000,23416.86000000,302.89509000,1660802099999
1660802100000,23417.84000000,23433.91000000,23388.43000000,23391.82000000,425.79596000,1660802399999
1660802400000,23392.72000000,23446.15000000,23382.01000000,23443.21000000,736.39930000,1660802699999
1660802700000,23441.65000000,23458.69000000,23426.11000000,23457.86000000,440.57770000,1660802999999
1660803000000,23457.75000000,23465.62000000,23426.00000000,23444.83000000,547.62042000,1660803299999
1660803300000,23445.81000000,23456.98000000,23442.64000000,23449.88000000,346.76622000,1660803599999
1660803600000,23448.78000000,23452.42000000,23400.00000000,23410.06000000,320.46498000,1660803899999
1660803900000,23410.35000000,23417.46000000,23388.02000000,23409.29000000,343.50460000,1660804199999
1660804200000,23409.29000000,23411.57000000,23365.73000000,23367.43000000,424.01278000,1660804499999
1660804500000,23367.43000000,23389.82000000,23361.72000000,23370.44000000,406.88868000,1660804799999
1660804800000,23370.44000000,23380.10000000,23360.99000000,23370.38000000,351.69495000,1660805099999
1660805100000,23369.16000000,23381.89000000,23345.02000000,23374.45000000,492.02496000,1660805399999
1660805400000,23374.45000000,23393.33000000,23346.78000000,23351.85000000,424.55515000,1660805699999
1660805700000,23351.85000000,23374.98000000,23345.20000000,23354.90000000,394.94557000,1660805999999
1660806000000,23354.90000000,23397.09000000,23327.69000000,23341.54000000,712.97387000,1660806299999
1660806300000,23342.71000000,23411.99000000,23325.01000000,23399.55000000,714.19391000,1660806599999
1660806600000,23401.29000000,23410.38000000,23363.64000000,23376.13000000,408.97663000,1660806899999
1660806900000,23374.86000000,23401.18000000,23353.07000000,23360.99000000,517.23062000,1660807199999
1660807200000,23360.99000000,23399.48000000,23354.39000000,23395.21000000,318.72511000,1660807499999
1660807500000,23396.26000000,23436.40000000,23382.78000000,23428.78000000,502.04089000,1660807799999
1660807800000,23428.07000000,23434.74000000,23404.22000000,23424.92000000,419.17891000,1660808099999
1660808100000,23424.92000000,23440.19000000,23414.01000000,23433.63000000,314.63609000,1660808399999
1660808400000,23433.63000000,23439.90000000,23415.93000000,23418.51000000,278.81019000,1660808699999
1660808700000,23418.51000000,23431.87000000,23407.23000000,23423.09000000,307.87186000,1660808999999
1660809000000,23423.09000000,23427.51000000,23388.03000000,23390.12000000,327.85015000,1660809299999
1660809300000,23391.11000000,23416.34000000,23390.12000000,23414.21000000,306.38383000,1660809599999
1660809600000,23414.21000000,23445.92000000,23411.88000000,23442.95000000,471.43070000,1660809899999
1660809900000,23444.68000000,23450.96000000,23420.61000000,23426.44000000,439.98322000,1660810199999
1660810200000,23425.67000000,23431.58000000,23405.00000000,23416.30000000,259.17949000,1660810499999
1660810500000,23415.67000000,23426.23000000,23393.83000000,23399.36000000,341.45250000,1660810799999
1660810800000,23398.41000000,23412.74000000,23387.56000000,23404.65000000,323.30399000,1660811099999
1660811100000,23404.64000000,23410.43000000,23377.68000000,23396.27000000,520.85151000,1660811399999
1660811400000,23396.97000000,23399.86000000,23361.00000000,23366.91000000,495.90132000,1660811699999
1660811700000,23366.07000000,23383.07000000,23344.20000000,23361.00000000,478.48503000,1660811999999
1660812000000,23361.00000000,23405.40000000,23350.00000000,23398.91000000,472.14073000,1660812299999
1660812300000,23398.91000000,23464.51000000,23395.53000000,23434.46000000,854.83742000,1660812599999
1660812600000,23433.91000000,23443.98000000,23405.13000000,23427.52000000,418.84011000,1660812899999
1660812900000,23428.44000000,23467.88000000,23423.84000000,23462.52000000,544.09693000,1660813199999
1660813200000,23462.52000000,23469.70000000,23444.46000000,23458.37000000,376.39773000,1660813499999
1660813500000,23456.55000000,23486.93000000,23434.08000000,23445.65000000,537.48350000,1660813799999
1660813800000,23445.65000000,23462.78000000,23441.93000000,23457.93000000,330.56228000,1660814099999
1660814100000,23457.93000000,23465.00000000,23447.86000000,23450.68000000,330.52591000,1660814399999
1660814400000,23450.15000000,23461.86000000,23440.00000000,23456.17000000,363.65977000,1660814699999
1660814700000,23456.17000000,23485.71000000,23447.99000000,23465.41000000,416.36289000,1660814999999
1660815000000,23466.24000000,23473.59000000,23455.00000000,23466.45000000,293.60721000,1660815299999
1660815300000,23464.75000000,23499.35000000,23464.35000000,23490.73000000,513.90303000,1660815599999
1660815600000,23490.73000000,23505.18000000,23480.52000000,23485.43000000,402.00499000,1660815899999
1660815900000,23485.43000000,23511.54000000,23470.41000000,23505.98000000,488.74674000,1660816199999
1660816200000,23504.52000000,23542.30000000,23491.29000000,23536.22000000,661.73487000,1660816499999
1660816500000,23536.22000000,23544.45000000,23517.11000000,23533.67000000,575.29410000,1660816799999
1660816800000,23532.46000000,23558.71000000,23522.50000000,23552.91000000,856.41362000,1660817099999
1660817100000,23551.09000000,23582.35000000,23527.52000000,23534.57000000,1042.47513000,1660817399999
1660817400000,23534.58000000,23549.91000000,23493.37000000,23510.93000000,734.80173000,1660817699999
1660817700000,23510.93000000,23517.87000000,23482.49000000,23503.14000000,572.61676000,1660817999999
1660818000000,23504.26000000,23528.43000000,23501.77000000,23512.15000000,449.00735000,1660818299999
1660818300000,23512.15000000,23524.75000000,23501.22000000,23501.58000000,477.20318000,1660818599999
1660818600000,23502.77000000,23520.86000000,23500.37000000,23518.02000000,331.63350000,1660818899999
1660818900000,23518.02000000,23526.12000000,23510.75000000,23520.07000000,340.49684000,1660819199999
1660819200000,23520.07000000,23524.48000000,23492.23000000,23493.51000000,341.84918000,1660819499999
1660819500000,23493.51000000,23495.34000000,23467.02000000,23480.76000000,481.52330000,1660819799999
1660819800000,23480.76000000,23493.91000000,23460.88000000,23483.10000000,450.50412000,1660820099999
1660820100000,23483.10000000,23495.81000000,23476.93000000,23479.31000000,259.92753000,1660820399999
1660820400000,23480.32000000,23491.84000000,23472.28000000,23486.80000000,329.00295000,1660820699999
1660820700000,23488.01000000,23499.90000000,23481.41000000,23488.68000000,286.26995000,1660820999999
1660821000000,23488.63000000,23500.00000000,23469.37000000,23478.23000000,359.75863000,1660821299999
1660821300000,23477.01000000,23481.46000000,23467.00000000,23472.84000000,312.81364000,1660821599999
1660821600000,23472.84000000,23502.89000000,23460.00000000,23479.86000000,487.09638000,1660821899999
1660821900000,23480.85000000,23481.00000000,23464.76000000,23476.79000000,326.19717000,1660822199999
1660822200000,23476.57000000,23505.79000000,23467.59000000,23493.74000000,381.40706000,1660822499999
1660822500000,23493.74000000,23520.49000000,23489.00000000,23505.90000000,399.09723000,1660822799999
1660822800000,23505.90000000,23509.90000000,23487.19000000,23500.70000000,367.15127000,1660823099999
1660823100000,23500.70000000,23531.74000000,23498.36000000,23518.30000000,427.82485000,1660823399999
1660823400000,23518.30000000,23528.18000000,23511.22000000,23514.97000000,328.01466000,1660823699999
1660823700000,23514.18000000,23537.04000000,23502.46000000,23534.43000000,495.80603000,1660823999999
1660824000000,23534.43000000,23556.00000000,23527.17000000,23549.74000000,604.79852000,1660824299999
1660824300000,23548.34000000,23575.00000000,23523.91000000,23527.95000000,638.69550000,1660824599999
1660824600000,23527.95000000,23530.14000000,23501.59000000,23505.90000000,524.16757000,1660824899999
1660824900000,23507.10000000,23514.76000000,23485.06000000,23503.93000000,457.42965000,1660825199999
1660825200000,23503.93000000,23600.00000000,23499.32000000,23556.94000000,1362.50296000,1660825499999
1660825500000,23556.22000000,23581.78000000,23505.63000000,23511.82000000,638.79082000,1660825799999
1660825800000,23509.88000000,23545.00000000,23483.11000000,23523.34000000,948.23366000,1660826099999
1660826100000,23523.34000000,23534.01000000,23466.54000000,23484.26000000,680.80567000,1660826399999
1660826400000,23484.33000000,23518.95000000,23475.40000000,23510.03000000,562.56484000,1660826699999
1660826700000,23510.89000000,23568.88000000,23488.01000000,23527.78000000,864.45789000,1660826999999
1660827000000,23527.78000000,23568.38000000,23523.42000000,23541.65000000,788.48598000,1660827299999
1660827300000,23541.19000000,23572.52000000,23530.92000000,23572.52000000,541.61419000,1660827599999
1660827600000,23571.87000000,23574.23000000,23529.50000000,23538.25000000,723.91264000,1660827899999
1660827900000,23538.26000000,23554.99000000,23525.00000000,23549.78000000,439.72359000,1660828199999
1660828200000,23549.78000000,23557.88000000,23529.55000000,23533.88000000,448.39279000,1660828499999
1660828500000,23534.32000000,23538.28000000,23510.00000000,23513.12000000,632.78811000,1660828799999
1660828800000,23513.12000000,23536.00000000,23492.00000000,23518.74000000,493.83483000,1660829099999
1660829100000,23517.73000000,23528.80000000,23495.32000000,23517.48000000,540.11044000,1660829399999
1660829400000,23519.08000000,23519.08000000,23467.56000000,23471.40000000,1043.43446000,1660829699999
1660829700000,23472.21000000,23506.00000000,23436.39000000,23490.60000000,1110.00114000,1660829999999
1660830000000,23490.60000000,23510.58000000,23470.17000000,23510.08000000,714.80672000,1660830299999
1660830300000,23510.08000000,23516.10000000,23466.71000000,23469.83000000,678.72256000,1660830599999
1660830600000,23468.74000000,23504.99000000,23462.58000000,23479.53000000,563.99068000,1660830899999
1660830900000,23480.94000000,23493.02000000,23434.02000000,23450.25000000,697.72094000,1660831199999
1660831200000,23449.46000000,23456.01000000,23407.54000000,23454.10000000,1035.40503000,1660831499999
1660831500000,23454.10000000,23469.34000000,23435.99000000,23463.67000000,572.32362000,1660831799999
1660831800000,23464.00000000,23477.00000000,23440.00000000,23468.11000000,569.60262000,1660832099999
1660832100000,23470.21000000,23500.00000000,23464.42000000,23492.09000000,671.83874000,1660832399999
1660832400000,23490.95000000,23510.00000000,23460.05000000,23463.59000000,741.61258000,1660832699999
1660832700000,23463.59000000,23464.74000000,23390.20000000,23394.86000000,1141.62948000,1660832999999
1660833000000,23394.86000000,23419.45000000,23355.73000000,23397.79000000,1123.78069000,1660833299999
1660833300000,23397.10000000,23428.76000000,23391.89000000,23428.34000000,750.74383000,1660833599999
1660833600000,23428.76000000,23469.00000000,23425.69000000,23436.12000000,739.44789000,1660833899999
1660833900000,23436.77000000,23464.67000000,23421.00000000,23457.04000000,591.88566000,1660834199999
1660834200000,23458.21000000,23469.25000000,23442.25000000,23451.40000000,576.68296000,1660834499999
1660834500000,23450.75000000,23457.59000000,23404.00000000,23421.50000000,663.07580000,1660834799999
1660834800000,23421.50000000,23435.91000000,23391.48000000,23392.49000000,592.19815000,1660835099999
1660835100000,23391.69000000,23416.26000000,23373.00000000,23389.57000000,709.82390000,1660835399999
1660835400000,23389.57000000,23410.00000000,23375.01000000,23403.61000000,749.26898000,1660835699999
1660835700000,23403.60000000,23437.25000000,23382.64000000,23391.17000000,704.98219000,1660835999999
1660836000000,23391.26000000,23441.74000000,23382.91000000,23438.32000000,679.73470000,1660836299999
1660836300000,23438.32000000,23447.51000000,23422.96000000,23440.65000000,561.02062000,1660836599999
1660836600000,23441.90000000,23468.00000000,23427.40000000,23455.59000000,658.98627000,1660836899999
1660836900000,23455.59000000,23482.06000000,23450.39000000,23458.53000000,612.52940000,1660837199999
1660837200000,23458.53000000,23476.63000000,23440.00000000,23453.28000000,491.06226000,1660837499999
1660837500000,23451.93000000,23487.30000000,23444.09000000,23472.59000000,504.37693000,1660837799999
1660837800000,23472.59000000,23480.41000000,23450.00000000,23456.34000000,472.23332000,1660838099999
1660838100000,23457.51000000,23478.30000000,23450.60000000,23452.28000000,429.71025000,1660838399999
1660838400000,23451.45000000,23469.27000000,23433.18000000,23451.99000000,542.51410000,1660838699999
1660838700000,23450.92000000,23454.57000000,23421.34000000,23440.06000000,482.70075000,1660838999999
1660839000000,23439.55000000,23444.04000000,23408.93000000,23411.85000000,505.69426000,1660839299999
1660839300000,23411.85000000,23432.76000000,23402.76000000,23419.32000000,470.27101000,1660839599999
1660839600000,23419.32000000,23423.13000000,23366.18000000,23376.24000000,788.91907000,1660839899999
